Name,PlayerFirstName,PlayerSurname,Team,Number,Position,Price,PriceChg,TotalPriceChg,PricedAt,Breakeven,LastScore,Played,Last3Avg,Last5Avg,SeasonAvg,Games,SeasonScore,StateAvg,LastSeason,LastSeasonGames,LastSeasonHigh,2022B,LiveScore,Playing,player_id,season_num,RoundID,score_column,PlayerIcon,OppTeam,StartPrice,StartPriceChg,MatchStatus,Kick,Handball,Marks,Tackles,Hitouts,FreeFor,FreeAgainst,Goals,Behinds,TimeOnGround
Amber Ward,Amber,Ward,BRL,3,Defender,45300,0,0,26.79045271,27,0,0,0,0,0,0,0,0,26.8,4,120,67,0,0,CD_I1011115,8,1,LAST,0,BRL,45300,0,1,1,10,1,8,10,5,10,2,8,91
Amber Ward,Amber,Ward,BRL,3,Defender,43500,-1800,-1800,29.31647294,38,19,1,19,19,19,1,19,0,26.8,4,120,67,19,0,CD_I1011115,8,2,LAST,0,BRL,45300,-1800,1,10,1,5,8,8,10,10,9,10,47
Zoe Prowse,Zoe,Prowse,BRL,4,Ruck,39800,0,0,23.53774873,24,0,0,0,0,0,0,0,70.66666667,31,4,120,67,0,0,CD_I1014663,8,0,LAST,0,BRL,39800,0,1,4,1,2,9,4,7,8,10,10,37
Zoe Prowse,Zoe,Prowse,BRL,4,Ruck,39800,0,0,23.53774873,24,0,0,0,0,0,0,0,70.66666667,31,4,120,67,0,0,CD_I1014663,8,1,LAST,0,BRL,39800,0,1,9,9,10,1,6,7,4,10,2,48
Zoe Prowse,Zoe,Prowse,BRL,4,Ruck,38300,-1500,-1500,25.81197502,33,17,1,17,17,17,1,17,70.66666667,31,4,120,67,17,0,CD_I1014663,8,2,LAST,0,BRL,39800,-1500,1,8,1,8,2,5,5,6,8,5,1
Rachelle Martin,Rachelle,Martin,BRL,5,Midfielder,82900,0,0,49.02711985,49,0,0,0,0,0,0,0,0,49,4,120,67,0,0,CD_I1011091,8,0,LAST,0,BRL,82900,0,1,7,3,5,7,8,2,9,10,6,34
Rachelle Martin,Rachelle,Martin,BRL,5,Midfielder,77200,-5700,-5700,51.93072085,78,19,1,19,19,19,1,19,0,49,4,120,67,19,0,CD_I1011091,8,1,LAST,0,BRL,82900,-5700,1,9,10,2,7,7,8,6,4,8,4
Rachelle Martin,Rachelle,Martin,BRL,5,Midfielder,68300,-8900,-14600,46.03023222,82,21,1,20,20,20,2,40,0,49,4,120,67,21,0,CD_I1011091,8,2,LAST,0,BRL,77200,-8900,1,1,10,7,7,10,2,2,8,5,59
Hannah Button,Hannah,Button,BRL,6,Forward,60200,0,0,35.60232346,36,0,0,0,0,0,0,0,0,35.6,4,120,67,0,0,CD_I1011092,8,0,LAST,0,BRL,60200,0,1,8,9,3,4,7,4,3,8,8,44
Hannah Button,Hannah,Button,BRL,6,Forward,56700,-3500,-3500,38.14082736,54,18,1,18,18,18,1,18,0,35.6,4,120,67,18,0,CD_I1011092,8,1,LAST,0,BRL,60200,-3500,1,2,7,1,4,5,6,8,10,7,56
Hannah Button,Hannah,Button,BRL,6,Forward,52500,-4200,-7700,35.38195009,53,27,1,22.5,22.5,22.5,2,45,0,35.6,4,120,67,27,0,CD_I1011092,8,2,LAST,0,BRL,56700,-4200,1,3,9,2,9,2,5,6,3,10,99
Keeley Kustermann,Keeley,Kustermann,BRL,7,Defender,28700,0,0,16.97320072,17,0,0,0,0,0,0,0,81,0,4,120,67,0,0,CD_I1019456,8,0,LAST,0,BRL,28700,0,1,8,7,9,8,5,10,2,7,3,22
Keeley Kustermann,Keeley,Kustermann,BRL,7,Defender,28700,0,0,16.97320072,17,0,0,0,0,0,0,0,81,0,4,120,67,0,0,CD_I1019456,8,1,LAST,0,BRL,28700,0,1,4,6,3,1,10,10,5,3,7,82
Keeley Kustermann,Keeley,Kustermann,BRL,7,Defender,28700,0,0,16.97320072,17,0,0,0,0,0,0,0,81,0,4,120,67,0,0,CD_I1019456,8,2,LAST,0,BRL,28700,0,1,7,8,5,4,2,4,7,9,10,33
Najwa Allen,Najwa,Allen,BRL,8,Defender,55100,0,0,32.58617978,33,0,0,0,0,0,0,0,0,32.55555556,4,120,67,0,0,CD_I1014559,8,0,LAST,0,BRL,55100,0,1,1,5,9,7,5,9,6,9,9,59
Najwa Allen,Najwa,Allen,BRL,8,Defender,53400,-1700,-1700,35.92099085,44,26,1,26,26,26,1,26,0,32.55555556,4,120,67,26,0,CD_I1014559,8,1,LAST,0,BRL,55100,-1700,1,1,2,3,8,7,7,1,8,10,18
Najwa Allen,Najwa,Allen,BRL,8,Defender,53400,0,-1700,35.92099085,44,0,0,26,26,26,1,26,0,32.55555556,4,120,67,0,0,CD_I1014559,8,2,LAST,0,BRL,53400,0,1,3,1,5,1,2,2,4,9,7,27
Deni Varnhagen,Deni,Varnhagen,BRL,9,Midfielder,44100,0,0,26.08077184,26,0,0,0,0,0,0,0,0,0,4,120,67,0,0,CD_I1005251,8,0,LAST,0,BRL,44100,0,1,8,10,9,1,5,7,1,4,5,40
McKenzie Dowrick,McKenzie,Dowrick,BRL,9,Forward,32100,0,0,18.98396318,19,0,0,0,0,0,0,0,57.625,25,4,120,67,0,0,CD_I1009894,8,0,LAST,0,BRL,32100,0,1,5,4,5,9,10,9,10,1,7,28
Deni Varnhagen,Deni,Varnhagen,BRL,9,Midfielder,44100,0,12000,26.08077184,26,0,0,0,0,0,0,0,0,0,4,120,67,0,0,CD_I1005251,8,1,LAST,0,BRL,32100,0,1,1,3,10,7,6,9,7,9,10,89
McKenzie Dowrick,McKenzie,Dowrick,BRL,9,Forward,32100,0,-12000,18.98396318,19,0,0,0,0,0,0,0,57.625,25,4,120,67,0,0,CD_I1009894,8,1,LAST,0,BRL,44100,0,1,1,7,8,10,4,8,8,6,1,48
Deni Varnhagen,Deni,Varnhagen,BRL,9,Midfielder,44100,0,0,26.08077184,26,0,0,0,0,0,0,0,0,0,4,120,67,0,0,CD_I1005251,8,2,LAST,0,BRL,32100,0,1,9,1,2,2,8,8,2,3,8,28
McKenzie Dowrick,McKenzie,Dowrick,BRL,9,Forward,32100,0,0,18.98396318,19,0,0,0,0,0,0,0,57.625,25,4,120,67,0,0,CD_I1009894,8,2,LAST,0,BRL,44100,0,1,8,1,4,8,8,8,6,6,8,31
Ebony Marinoff,Ebony,Marinoff,BRL,10,Midfielder,176200,0,0,104.2048072,104,0,0,0,0,0,0,0,0,104.2,4,120,67,0,0,CD_I1005279,8,0,LAST,0,BRL,176200,0,1,4,9,1,3,5,2,7,2,4,25
Ebony Marinoff,Ebony,Marinoff,BRL,10,Midfielder,169600,-6600,-6600,114.0861432,145,76,1,76,76,76,1,76,0,104.2,4,120,67,76,0,CD_I1005279,8,1,LAST,0,BRL,176200,-6600,1,1,3,2,2,3,6,1,5,2,61
Ebony Marinoff,Ebony,Marinoff,BRL,10,Midfielder,162800,-6800,-13400,109.7177424,137,101,1,88.5,88.5,88.5,2,177,0,104.2,4,120,67,101,0,CD_I1005279,8,2,LAST,0,BRL,169600,-6800,1,1,3,8,7,10,10,9,1,3,60
Jasmine Simmons,Jasmine,Simmons,BRL,11,Ruck,45300,0,0,26.79045271,27,0,0,0,0,0,0,0,61.25,28.5,4,120,67,0,0,CD_I1024293,8,0,LAST,0,BRL,45300,0,1,10,7,3,4,3,2,6,1,2,92
Jasmine Simmons,Jasmine,Simmons,BRL,11,Ruck,45300,0,0,26.79045271,27,0,0,0,0,0,0,0,61.25,28.5,4,120,67,0,0,CD_I1024293,8,1,LAST,0,BRL,45300,0,1,6,1,2,1,6,6,9,10,6,86
Jasmine Simmons,Jasmine,Simmons,BRL,11,Ruck,45300,0,0,26.79045271,27,0,0,0,0,0,0,0,61.25,28.5,4,120,67,0,0,CD_I1024293,8,2,LAST,0,BRL,45300,0,1,4,7,4,1,4,2,6,9,10,58
Chelsea Biddell,Chelsea,Biddell,BRL,12,Forward,54100,0,0,31.99477906,32,0,0,0,0,0,0,0,0,32,4,120,67,0,0,CD_I1011080,8,0,LAST,0,BRL,54100,0,1,8,1,8,2,5,3,6,4,1,57
Chelsea Biddell,Chelsea,Biddell,BRL,12,Forward,56100,2000,2000,37.73722072,29,49,1,49,49,49,1,49,0,32,4,120,67,49,0,CD_I1011080,8,1,LAST,0,BRL,54100,2000,1,9,2,9,5,9,6,10,7,10,71
Chelsea Biddell,Chelsea,Biddell,BRL,12,Forward,63700,7600,9600,42.93009945,11,78,1,63.5,63.5,63.5,2,127,0,32,4,120,67,78,0,CD_I1011080,8,2,LAST,0,BRL,56100,7600,1,7,10,3,8,4,7,9,8,6,25
Kiera Mueller,Kiera,Mueller,BRL,13,Defender,28700,0,0,16.97320072,17,0,0,0,0,0,0,0,67.33333333,0,4,120,67,0,0,CD_I1014662,8,0,LAST,0,BRL,28700,0,1,2,8,3,8,9,3,1,6,9,29
Kiera Mueller,Kiera,Mueller,BRL,13,Defender,28700,0,0,16.97320072,17,0,0,0,0,0,0,0,67.33333333,0,4,120,67,0,0,CD_I1014662,8,1,LAST,0,BRL,28700,0,1,8,6,10,10,6,6,2,8,6,3
Kiera Mueller,Kiera,Mueller,BRL,13,Defender,28700,0,0,16.97320072,17,0,0,0,0,0,0,0,67.33333333,0,4,120,67,0,0,CD_I1014662,8,2,LAST,0,BRL,28700,0,1,6,6,10,1,6,3,1,9,9,89
Stevie-Lee Thompson,Stevie-Lee,Thompson,BRL,14,Defender,93900,0,0,55.53252779,56,0,0,0,0,0,0,0,0,55.5,4,120,67,0,0,CD_I1005386,8,0,LAST,0,BRL,93900,0,1,7,2,6,2,6,6,4,4,6,15
Stevie-Lee Thompson,Stevie-Lee,Thompson,BRL,14,Defender,92800,-1100,-1100,62.42449345,68,56,1,56,56,56,1,56,0,55.5,4,120,67,56,0,CD_I1005386,8,1,LAST,0,BRL,93900,-1100,1,9,9,3,5,1,2,9,6,2,1
Stevie-Lee Thompson,Stevie-Lee,Thompson,BRL,14,Defender,86500,-6300,-7400,58.29597492,85,27,1,41.5,41.5,41.5,2,83,0,55.5,4,120,67,27,0,CD_I1005386,8,2,LAST,0,BRL,92800,-6300,1,4,1,2,2,6,8,2,5,5,27
Danielle Ponter,Danielle,Ponter,BRL,15,Forward,73700,0,0,43.58623321,44,0,0,0,0,0,0,0,0,43.55555556,4,120,67,0,0,CD_I1009794,8,0,LAST,0,BRL,73700,0,1,1,4,3,1,7,1,5,4,6,53
Danielle Ponter,Danielle,Ponter,BRL,15,Forward,74200,500,500,49.91268765,47,53,1,53,53,53,1,53,0,43.55555556,4,120,67,53,0,CD_I1009794,8,1,LAST,0,BRL,73700,500,1,1,5,9,7,3,9,5,7,3,29
Danielle Ponter,Danielle,Ponter,BRL,15,Forward,70400,-3800,-3300,47.44551022,64,23,1,38,38,38,2,76,0,43.55555556,4,120,67,23,0,CD_I1009794,8,2,LAST,0,BRL,74200,-3800,1,4,9,10,2,9,9,3,4,3,30
Ailish Considine,Ailish,Considine,BRL,16,Forward,50700,0,0,29.9840166,30,0,0,0,0,0,0,0,0,30,4,120,67,0,0,CD_I1013947,8,0,LAST,0,BRL,50700,0,1,7,5,8,10,6,6,7,10,6,6
Ailish Considine,Ailish,Considine,BRL,16,Forward,50700,0,0,29.9840166,30,0,0,0,0,0,0,0,0,30,4,120,67,0,0,CD_I1013947,8,1,LAST,0,BRL,50700,0,1,4,5,1,9,9,7,7,1,3,31
Ailish Considine,Ailish,Considine,BRL,16,Forward,50700,0,0,29.9840166,30,0,0,0,0,0,0,0,0,30,4,120,67,0,0,CD_I1013947,8,2,LAST,0,BRL,50700,0,1,1,3,1,10,5,3,5,4,8,55
Madison Newman,Madison,Newman,BRL,17,Defender,68500,0,0,40.51094946,41,0,0,0,0,0,0,0,0,40.5,4,120,67,0,0,CD_I1011095,8,0,LAST,0,BRL,68500,0,1,8,2,4,6,7,9,6,2,4,66
Madison Newman,Madison,Newman,BRL,17,Defender,69600,1100,1100,46.81837009,42,53,1,53,53,53,1,53,0,40.5,4,120,67,53,0,CD_I1011095,8,1,LAST,0,BRL,68500,1100,1,4,2,3,1,7,7,8,10,4,8
Madison Newman,Madison,Newman,BRL,17,Defender,69600,0,1100,46.9063567,47,42,1,47.5,47.5,47.5,2,95,0,40.5,4,120,67,42,0,CD_I1011095,8,2,LAST,0,BRL,69600,0,1,6,4,10,9,3,3,10,10,4,60
Jasmyn Hewett,Jasmyn,Hewett,BRL,19,Ruck,56900,0,0,33.65070108,34,0,0,0,0,0,0,0,103.75,41,4,120,67,0,0,CD_I1010655,8,0,LAST,0,BRL,56900,0,1,3,1,7,3,7,6,3,1,2,46
Jess Waterhouse,Jess,Waterhouse,BRL,19,Defender,28700,0,0,16.97320072,17,0,0,0,0,0,0,0,69.27272727,0,4,120,67,0,0,CD_I1011048,8,0,LAST,0,BRL,28700,0,1,1,5,9,6,3,5,10,6,3,30
Jasmyn Hewett,Jasmyn,Hewett,BRL,19,Ruck,56900,0,28200,33.65070108,34,0,0,0,0,0,0,0,103.75,41,4,120,67,0,0,CD_I1010655,8,1,LAST,0,BRL,28700,0,1,10,8,9,5,3,3,3,5,1,56
Jess Waterhouse,Jess,Waterhouse,BRL,19,Defender,28700,0,-28200,16.97320072,17,0,0,0,0,0,0,0,69.27272727,0,4,120,67,0,0,CD_I1011048,8,1,LAST,0,BRL,56900,0,1,1,4,4,6,2,4,2,3,1,41
Jasmyn Hewett,Jasmyn,Hewett,BRL,19,Ruck,56900,0,0,33.65070108,34,0,0,0,0,0,0,0,103.75,41,4,120,67,0,0,CD_I1010655,8,2,LAST,0,BRL,28700,0,1,2,2,3,3,3,7,10,5,4,45
Jess Waterhouse,Jess,Waterhouse,BRL,19,Defender,28700,0,0,16.97320072,17,0,0,0,0,0,0,0,69.27272727,0,4,120,67,0,0,CD_I1011048,8,2,LAST,0,BRL,56900,0,1,10,2,4,10,7,10,10,6,3,17
Hannah Munyard,Hannah,Munyard,BRL,20,Midfielder,64000,0,0,37.84964621,38,0,0,0,0,0,0,0,0,37.83333333,4,120,67,0,0,CD_I1011069,8,0,LAST,0,BRL,64000,0,1,9,9,3,1,10,10,8,1,7,2
Hannah Munyard,Hannah,Munyard,BRL,20,Midfielder,59800,-4200,-4200,40.22612832,60,16,1,16,16,16,1,16,0,37.83333333,4,120,67,16,0,CD_I1011069,8,1,LAST,0,BRL,64000,-4200,1,5,2,1,4,6,9,10,10,4,33
Hannah Munyard,Hannah,Munyard,BRL,20,Midfielder,55500,-4300,-8500,37.40377581,55,32,1,24,24,24,2,48,0,37.83333333,4,120,67,32,0,CD_I1011069,8,2,LAST,0,BRL,59800,-4300,1,1,10,2,9,6,3,6,2,2,89
Montana McKinnon,Montana,McKinnon,BRL,21,Ruck,72300,0,0,42.7582722,43,0,0,0,0,0,0,0,0,42.77777778,4,120,67,0,0,CD_I1007327,8,0,LAST,0,BRL,72300,0,1,9,10,1,8,8,4,6,3,4,13
Montana McKinnon,Montana,McKinnon,BRL,21,Ruck,71400,-900,-900,48.02919001,52,43,1,43,43,43,1,43,0,42.77777778,4,120,67,43,0,CD_I1007327,8,1,LAST,0,BRL,72300,-900,1,6,5,9,1,8,5,7,10,6,19
Montana McKinnon,Montana,McKinnon,BRL,21,Ruck,71400,0,-900,48.02919001,52,0,0,43,43,43,1,43,0,42.77777778,4,120,67,0,0,CD_I1007327,8,2,LAST,0,BRL,71400,0,1,4,7,2,5,8,10,1,5,6,55
Lisa Whiteley,Lisa,Whiteley,BRL,22,Defender,51900,0,0,30.69369747,31,0,0,0,0,0,0,0,38,30.66666667,4,120,67,0,0,CD_I1011077,8,0,LAST,0,BRL,51900,0,1,9,1,2,1,9,9,10,8,5,88
Lisa Whiteley,Lisa,Whiteley,BRL,22,Defender,53200,1300,1300,35.7864553,30,43,1,43,43,43,1,43,38,30.66666667,4,120,67,43,0,CD_I1011077,8,1,LAST,0,BRL,51900,1300,1,6,4,1,9,6,9,6,10,7,18
Lisa Whiteley,Lisa,Whiteley,BRL,22,Defender,51500,-1700,-400,34.70800819,42,19,1,31,31,31,2,62,38,30.66666667,4,120,67,19,0,CD_I1011077,8,2,LAST,0,BRL,53200,-1700,1,1,6,9,9,3,5,7,5,4,2
Niamh Kelly,Niamh,Kelly,BRL,23,Midfielder,69900,0,0,41.33891047,41,0,0,0,0,0,0,0,0,41.33333333,4,120,67,0,0,CD_I1018874,8,0,LAST,0,BRL,69900,0,1,7,5,9,8,6,3,7,3,3,19
Niamh Kelly,Niamh,Kelly,BRL,23,Midfielder,62900,-7000,-7000,42.31142929,75,2,1,2,2,2,1,2,0,41.33333333,4,120,67,2,0,CD_I1018874,8,1,LAST,0,BRL,69900,-7000,1,3,6,2,5,4,5,3,5,4,43
Niamh Kelly,Niamh,Kelly,BRL,23,Midfielder,62900,0,-7000,42.31142929,75,0,0,2,2,2,1,2,0,41.33333333,4,120,67,0,0,CD_I1018874,8,2,LAST,0,BRL,62900,0,1,2,1,5,7,1,1,9,9,10,42
Ashleigh Woodland,Ashleigh,Woodland,BRL,24,Forward,90800,0,0,53.69918556,54,0,0,0,0,0,0,0,0,53.7,4,120,67,0,0,CD_I1005264,8,0,LAST,0,BRL,90800,0,1,7,4,8,10,1,6,5,2,10,81
Ashleigh Woodland,Ashleigh,Woodland,BRL,24,Forward,88800,-2000,-2000,59.73378253,69,48,1,48,48,48,1,48,0,53.7,4,120,67,48,0,CD_I1005264,8,1,LAST,0,BRL,90800,-2000,1,3,1,8,3,4,1,8,3,8,45
Ashleigh Woodland,Ashleigh,Woodland,BRL,24,Forward,84000,-4800,-6800,56.61112015,77,38,1,43,43,43,2,86,0,53.7,4,120,67,38,0,CD_I1005264,8,2,LAST,0,BRL,88800,-4800,1,2,9,5,3,5,4,4,9,2,55
Teah Charlton,Teah,Charlton,BRL,25,Midfielder,91300,0,0,53.99488592,54,0,0,0,0,0,0,0,0,54,4,120,67,0,0,CD_I1011057,8,0,LAST,0,BRL,91300,0,1,10,9,8,4,3,3,6,4,10,74
Teah Charlton,Teah,Charlton,BRL,25,Midfielder,88900,-2400,-2400,59.8010503,71,46,1,46,46,46,1,46,0,54,4,120,67,46,0,CD_I1011057,8,1,LAST,0,BRL,91300,-2400,1,6,9,10,8,3,10,4,7,4,34
Teah Charlton,Teah,Charlton,BRL,25,Midfielder,83500,-5400,-7800,56.2741492,79,36,1,41,41,41,2,82,0,54,4,120,67,36,0,CD_I1011057,8,2,LAST,0,BRL,88900,-5400,1,4,5,8,9,3,7,4,5,6,95
Chelsea Randall,Chelsea,Randall,BRL,26,Defender,90000,0,0,53.22606498,53,0,0,0,0,0,0,0,0,26.5,4,120,67,0,0,CD_I998044,8,0,LAST,0,BRL,90000,0,1,10,3,9,9,9,6,4,8,6,65
Chelsea Randall,Chelsea,Randall,BRL,26,Defender,91200,1200,1200,61.34820908,56,68,1,68,68,68,1,68,0,26.5,4,120,67,68,0,CD_I998044,8,1,LAST,0,BRL,90000,1200,1,10,9,1,5,9,7,2,8,4,22
Chelsea Randall,Chelsea,Randall,BRL,26,Defender,96700,5500,6700,65.17018236,42,92,1,80,80,80,2,160,0,26.5,4,120,67,92,0,CD_I998044,8,2,LAST,0,BRL,91200,5500,1,5,7,8,7,5,5,3,9,4,43
Abbie Ballard,Abbie,Ballard,BRL,27,Forward,55600,0,0,32.88188014,33,0,0,0,0,0,0,0,93.66666667,35,4,120,67,0,0,CD_I1011078,8,0,LAST,0,BRL,55600,0,1,9,5,9,3,9,8,4,8,6,43
Abbie Ballard,Abbie,Ballard,BRL,27,Forward,54300,-1300,-1300,36.5264008,43,29,1,29,29,29,1,29,93.66666667,35,4,120,67,29,0,CD_I1011078,8,1,LAST,0,BRL,55600,-1300,1,7,10,8,10,4,10,7,3,8,93
Abbie Ballard,Abbie,Ballard,BRL,27,Forward,56200,1900,600,37.87553515,30,55,1,42,42,42,2,84,93.66666667,35,4,120,67,55,0,CD_I1011078,8,2,LAST,0,BRL,54300,1900,1,1,9,9,5,1,2,5,1,10,45
Brooke Tonon,Brooke,Tonon,BRL,28,Defender,34000,0,0,20.10762455,20,0,0,0,0,0,0,0,73.33333333,24.5,4,120,67,0,0,CD_I1019431,8,0,LAST,0,BRL,34000,0,1,2,3,1,6,10,2,10,8,4,96
Brooke Tonon,Brooke,Tonon,BRL,28,Defender,34000,0,0,20.10762455,20,0,0,0,0,0,0,0,73.33333333,24.5,4,120,67,0,0,CD_I1019431,8,1,LAST,0,BRL,34000,0,1,1,5,5,9,9,4,10,9,8,66
Brooke Tonon,Brooke,Tonon,BRL,28,Defender,34300,300,300,23.11620739,22,25,1,25,25,25,1,25,73.33333333,24.5,4,120,67,25,0,CD_I1019431,8,2,LAST,0,BRL,34000,300,1,5,8,4,10,10,6,2,1,1,57
Dayna Cox,Dayna,Cox,BRL,31,Defender,29600,0,0,17.50546137,18,0,0,0,0,0,0,0,52.33333333,0,4,120,67,0,0,CD_I1005956,8,0,LAST,0,BRL,29600,0,1,10,4,7,3,6,1,4,1,10,8
Dayna Cox,Dayna,Cox,BRL,31,Defender,29600,0,0,17.50546137,18,0,0,0,0,0,0,0,52.33333333,0,4,120,67,0,0,CD_I1005956,8,1,LAST,0,BRL,29600,0,1,1,5,8,2,4,6,3,2,3,98
Dayna Cox,Dayna,Cox,BRL,31,Defender,29600,0,0,17.50546137,18,0,0,0,0,0,0,0,52.33333333,0,4,120,67,0,0,CD_I1005956,8,2,LAST,0,BRL,29600,0,1,10,7,2,7,6,7,9,7,10,7
Marijana Rajcic,Marijana,Rajcic,BRL,32,Defender,53900,0,0,31.87649891,32,0,0,0,0,0,0,0,0,31.9,4,120,67,0,0,CD_I1007574,8,0,LAST,0,BRL,53900,0,1,8,3,10,5,1,1,8,9,8,95
Marijana Rajcic,Marijana,Rajcic,BRL,32,Defender,50600,-3300,-3300,34.0374932,49,15,1,15,15,15,1,15,0,31.9,4,120,67,15,0,CD_I1007574,8,1,LAST,0,BRL,53900,-3300,1,9,7,7,5,7,6,6,8,1,3
Marijana Rajcic,Marijana,Rajcic,BRL,32,Defender,48400,-2200,-5500,32.61878828,41,35,1,25,25,25,2,50,0,31.9,4,120,67,35,0,CD_I1007574,8,2,LAST,0,BRL,50600,-2200,1,9,4,10,4,10,3,2,3,1,3
Anne Hatchard,Anne,Hatchard,BRL,33,Midfielder,173500,0,0,102.6080253,103,0,0,0,0,0,0,0,0,102.6,4,120,67,0,0,CD_I1005269,8,0,LAST,0,BRL,173500,0,1,2,5,8,3,10,5,4,3,8,61
Anne Hatchard,Anne,Hatchard,BRL,33,Midfielder,170800,-2700,-2700,114.8933565,128,99,1,99,99,99,1,99,0,102.6,4,120,67,99,0,CD_I1005269,8,1,LAST,0,BRL,173500,-2700,1,9,8,6,9,3,4,8,10,6,63
Anne Hatchard,Anne,Hatchard,BRL,33,Midfielder,167200,-3600,-6300,112.6830868,127,105,1,102,102,102,2,204,0,102.6,4,120,67,105,0,CD_I1005269,8,2,LAST,0,BRL,170800,-3600,1,4,4,3,1,4,5,8,8,1,25
Sarah Allan,Sarah,Allan,BRL,39,Defender,73100,0,0,43.23139278,43,0,0,0,0,0,0,0,0,43.2,4,120,67,0,0,CD_I1005285,8,0,LAST,0,BRL,73100,0,1,10,6,5,3,7,10,2,4,6,95
Sarah Allan,Sarah,Allan,BRL,39,Defender,67800,-5300,-5300,45.60755017,70,15,1,15,15,15,1,15,0,43.2,4,120,67,15,0,CD_I1005285,8,1,LAST,0,BRL,73100,-5300,1,3,8,8,6,8,7,5,10,1,100
